Date,RequestedQTY,GoodsIssuedQTY,InvoicedQTY,PDO number,req_Illy,req_Teddy,req_Thun,req_other,inv_Illy,inv_Teddy,inv_Thun,inv_other,req_ThunB2B,req_ThunB2C,req_ThunB2B_AA,req_ThunB2B_PP,req_ThunB2B_Sorter,req_ThunB2B_Sort_BVB,req_ThunB2B_Sort_SM,req_ThunB2B_SortSM_10more_no,req_ThunB2B_SortSM_10more_yes,Thun_PDOs,req_BowlPros,inv_BowlPros,AVGperPDO_Thun_ReqQ,AVGperPDO_Thun_SKU,AVGperPDOThunB2B_ReqQ,AVGperPDOThunB2B_InvQ,AVGperPDOThunB2B_SKU,AVGperPDOThunB2B_PDOs,AVGperPDOThunB2C_ReqQ,AVGperPDOThunB2C_InvQ,AVGperPDOThunB2C_SKU,AVGperPDOThunB2C_PDOs,AVGperPDOThunB2Bsort_ReqQ,AVGperPDOThunB2Bsort_InvQ,AVGperPDOThunB2Bsort_SKU,ThunB2Bsort_PDOs,AVGperPDOThunB2Bpp_ReqQ,AVGperPDOThunB2Bpp_InvQ,AVGperPDOThunB2Bpp_SKU,ThunB2Bpp_PDOs,AVGperPDOThunB2Baa_ReqQ,AVGperPDOThunB2Baa_InvQ,AVGperPDOThunB2Baa_SKU,ThunB2Baa_PDOs,AVGperPDO_ReqQ,AVGperPDO_InvQ,AVGperPDO_SKU,BOL_B2B Thun,BOL_B2B AA Thun,BOL_B2B P&P Thun,BOL_B2B Sorter Thun,BOL_B2B Sorter SM Thun,BOL_B2B Sorter BVB Thun,BOL_B2B Sorter riassortimenti WHS,BOL_B2C Thun,BOL_B2C Sorter Thun,BOL_B2C P2L Thun,BOL_Inbound Thun
2020-12-14,358435.1999999999,346788.99999999994,344204.99999999994,26324,35512.0,21752.0,285181.19999999995,15990.0,32915.0,13253.0,282133.99999999994,15903.0,268416.19999999995,16765.0,20885.0,30736.0,216795.2,33250.0,183545.2,7653.446999999999,175891.75300000006,15188.0,0.0,0.0,18.68153805636028,4.6673031340532,30.60534036213614,30.267934907173963,6.393536557414622,8726.0,2.580160940885175,2.5642216032188183,2.3362735995047967,6462.0,40.76816372939169,40.40977828311539,9.326700776956603,5277.0,28.606776556776556,28.506043956043953,2.915750915750916,1092.0,8.778107764106915,8.378022910479423,1.4378447178616889,2357.0,13.976225422864097,13.42592519916801,4.258349358345433,,,,,,,,,,,
2020-12-21,197043.0,189534.0,188161.0,13905,18154.0,10957.0,158917.0,9015.0,16747.0,5368.0,157054.0,8992.0,153877.0,5040.0,9413.0,5373.0,139091.0,30216.0,108875.0,3004.0,105871.0,7415.0,0.0,0.0,21.44962913014161,7.437086985839515,28.80048616305161,28.461480927449518,9.513462976813763,5348.0,2.4305757135945814,2.4063860667634254,2.064828253507499,2067.0,50.29964157706093,49.771326164874544,16.643727598566304,2790.0,5.8016304347826075,5.794836956521738,1.547554347826087,736.0,5.169593852908892,4.986278814489572,1.812843029637761,1822.0,14.696862048549438,14.019094138543515,5.726909413854353,,,,,,,,,,,
2020-12-28,170429.0,168180.0,165720.0,18495,35932.0,2166.0,118461.0,13870.0,33440.0,1490.0,116948.0,13842.0,97198.0,21263.0,4868.0,6116.0,86214.0,18650.0,67564.0,3545.0,64019.0,9725.0,0.0,0.0,8.477522981693491,4.181008104151553,10.926903553299491,10.836446700507611,4.283451776649747,4930.0,4.260151123443284,4.146909385014373,3.5098264362125837,4795.0,13.6726086322543,13.612386993292505,5.484798775153107,3433.0,8.854430379746836,8.851898734177215,1.4936708860759491,396.0,4.425976385104451,3.993642143505904,1.2733878292461398,1101.0,7.560851515795753,7.306997145779313,3.6084653137318856,,,,,,,,,,,
2021-01-04,218814.0,211670.0,209103.0,20445,27224.0,17335.0,156232.0,18023.0,24635.0,13172.0,153309.0,17987.0,140477.0,15755.0,7692.0,7032.0,125753.0,31478.0,94275.0,3361.0,90914.0,10289.0,0.0,0.0,15.352415200699776,5.72767032753426,23.224853037230567,22.838667537557157,7.5845852384062695,6124.0,3.7771908763505397,3.6432172869147657,2.9973589435774315,4165.0,39.02258852258853,38.40506715506716,12.44078144078144,3276.0,5.674023769100169,5.659592529711375,1.5670628183361632,1178.0,4.61497005988024,4.4203592814371255,2.302994011976048,1670.0,11.142784835754416,10.660727843296048,4.779976717112922,158886.0,6552.0,13104.0,139230.0,139230.0,,,17200.0,16400.0,800.0,450.0
2021-01-11,250038.0,233062.0,230770.0,22043,25570.0,6852.0,205450.0,12166.0,23265.0,3844.0,191521.0,12140.0,182069.0,23381.0,23451.0,14650.0,143968.0,29979.0,113989.0,3554.0,110435.0,13844.0,0.0,0.0,15.050563420976596,5.395333718578446,22.956165404197197,21.361356016391404,6.971687569849745,8053.0,4.056984976687963,3.869452598860301,3.2032464168537387,5791.0,42.0225392296719,41.73095577746078,13.546647646219686,3505.0,12.055979643765905,12.009329940627651,3.470737913486005,1179.0,6.934698723656871,3.4422677352330067,1.3564856040368058,3369.0,11.86242915359033,10.958265024122909,4.589723172045528,221000.0,9000.0,9000.0,203000.0,203000.0,,,21500.0,20500.0,1000.0,450.0
2021-01-18,241308.0,205387.0,203704.0,24663,23622.0,30262.0,172560.0,14864.0,21933.0,20638.0,146355.0,14778.0,147031.0,25529.0,31058.0,27567.0,88406.0,16108.0,72298.0,2994.0,69304.0,15522.0,0.0,0.0,10.955353691534595,3.3473779152171117,19.084620462046203,15.754983498349835,4.1775577557755765,7575.0,3.206618849880458,3.0829243739776016,2.556058890147225,7947.0,32.66807529773338,32.33269304648483,8.502497118709181,2603.0,34.369062119366625,18.706455542021924,1.8014616321559076,821.0,7.54372440375813,4.775716694772344,1.935437244037581,4151.0,9.979415448851775,8.402045929018787,3.2134864300626305,156655.0,6460.0,12920.0,137275.0,137275.0,,,21500.0,20500.0,1000.0,500.0
2021-01-25,273588.0,264606.0,262073.0,21716,28598.0,20251.0,210138.0,14601.0,26065.0,14825.0,206932.0,14251.0,191389.0,18749.0,84414.0,28378.0,78597.0,15546.0,63051.0,3199.0,59852.0,12569.0,0.0,0.0,16.894263664571564,3.797995067228897,25.47019077901431,25.17978272390037,4.160969793322733,7548.0,4.002190798645688,3.8004381597291377,3.252340171280621,5021.0,34.319298245614036,33.969298245614034,9.894298245614037,2280.0,15.192697768762677,14.93052738336714,1.4776876267748478,1972.0,25.497876213592228,25.23179611650485,1.8003640776699028,3296.0,13.304992275009653,12.755407493240636,3.584830050212437,132405.0,5460.0,10920.0,116025.0,116025.0,,,21500.0,20500.0,1000.0,500.0
2021-02-01,239283.0,219511.0,217392.0,21301,26418.0,18530.0,182369.0,11966.0,24299.0,7437.0,173794.0,11862.0,161931.0,20438.0,33066.0,12862.0,116003.0,15626.0,100377.0,6907.0,93470.0,12412.0,0.0,0.0,14.889622945536578,4.6273767321946515,21.45518225450772,20.413542612530808,5.4786613049682185,7709.0,4.127578141611737,4.011482032745056,3.2319795874973423,4703.0,29.447735618115047,28.10697674418605,8.170379436964504,4085.0,15.128553770086524,14.814585908529049,2.187886279357232,809.0,11.674955595026645,10.858259325044406,2.5182948490230905,2815.0,12.005799831457887,10.918653645962427,4.304862935607,121056.0,4992.0,9984.0,106080.0,106080.0,,,14200.0,13000.0,1200.0,800.0
2021-02-08,230539.0,221922.0,219178.0,26835,34631.0,4758.0,177552.0,13598.0,31862.0,4034.0,169708.0,13574.0,156654.0,20898.0,28019.0,24421.0,104214.0,15510.0,88704.0,6552.0,82152.0,17400.0,0.0,0.0,10.147816091954024,3.480344827586207,14.13175122749591,13.497272231314785,3.972722313147845,10998.0,3.3038113089659484,3.168697282099344,2.634489222118088,6402.0,22.91450719822813,22.40332225913621,7.081949058693246,4515.0,9.379968823070929,8.652377240841776,2.2373343725643022,2566.0,7.121010977789124,6.405412305335716,1.5256573908603523,3917.0,8.880856501200341,8.441686672345696,3.2789437001471384,75369.0,3108.0,6216.0,66045.0,66045.0,,,12300.0,11000.0,1300.0,700.0
2021-02-15,211495.0,205638.0,203415.0,19633,25728.0,6926.0,158970.0,19871.0,23499.0,5104.0,155000.0,19812.0,145912.0,13058.0,33307.0,7619.0,104986.0,24274.0,80712.0,7772.0,72940.0,12559.0,0.0,0.0,12.24850704673939,3.787721952384744,15.0308806303908,14.641678202534342,4.073155148546482,9391.0,4.000631313131313,3.9008838383838382,2.9416035353535355,3168.0,19.10059058868356,18.92684320823014,6.236235473423508,5249.0,12.10883280757098,12.031545741324921,2.0914826498422707,634.0,9.469498289623717,8.701539338654504,1.1946978335233749,3508.0,11.150319022385638,10.72131502108792,3.861198226451822,109028.0,4496.0,8992.0,95540.0,95540.0,,,21600.0,21000.0,600.0,700.0
